Method	MaxD	QC	Ref	Mat	LEN_Cutoff	N_SNP_Cutoff	TP	FP	FN	Sensitivity	PPV	FNR	FDR	F1	FMI	JI
BAF	10000	QCd	GSA	OEE	480000	25	31	4	13	0.705	0.886	0.295	0.114	0.785	0.79	0.646
BAF	10000	Raw	GSA	OEE	480000	30	49	6	22	0.69	0.891	0.31	0.109	0.778	0.784	0.636
BAF	10000	QCd	GSA	OEE	480000	30	31	4	13	0.705	0.886	0.295	0.114	0.785	0.79	0.646
BAF	10000	Raw	GSA	OEE	480000	35	49	4	20	0.71	0.925	0.29	0.075	0.803	0.81	0.671
BAF	10000	QCd	GSA	OEE	480000	35	31	3	11	0.738	0.912	0.262	0.088	0.816	0.82	0.689
BAF	10000	Raw	GSA	OEE	480000	40	49	4	18	0.731	0.925	0.269	0.075	0.817	0.822	0.69
BAF	10000	QCd	GSA	OEE	480000	40	31	3	10	0.756	0.912	0.244	0.088	0.827	0.83	0.705
BAF	10000	Raw	GSA	OEE	480000	45	47	3	16	0.746	0.94	0.254	0.06	0.832	0.837	0.712
BAF	10000	QCd	GSA	OEE	480000	45	30	2	9	0.769	0.938	0.231	0.062	0.845	0.849	0.732
BAF	10000	Raw	GSA	OEE	480000	50	47	3	16	0.746	0.94	0.254	0.06	0.832	0.837	0.712
BAF	10000	QCd	GSA	OEE	480000	50	30	2	9	0.769	0.938	0.231	0.062	0.845	0.849	0.732
BAF	10000	Raw	GSA	OEE	500000	10	47	10	25	0.653	0.825	0.347	0.175	0.729	0.734	0.573
BAF	10000	QCd	GSA	OEE	500000	10	29	3	10	0.744	0.906	0.256	0.094	0.817	0.821	0.69
BAF	10000	Raw	GSA	OEE	500000	15	47	9	25	0.653	0.839	0.347	0.161	0.734	0.74	0.58
BAF	10000	QCd	GSA	OEE	500000	15	29	3	10	0.744	0.906	0.256	0.094	0.817	0.821	0.69
BAF	10000	Raw	GSA	OEE	500000	20	47	8	24	0.662	0.855	0.338	0.145	0.746	0.752	0.595
BAF	10000	QCd	GSA	OEE	500000	20	29	3	9	0.763	0.906	0.237	0.094	0.829	0.832	0.707
BAF	10000	Raw	GSA	OEE	500000	25	46	8	24	0.657	0.852	0.343	0.148	0.742	0.748	0.59
BAF	10000	QCd	GSA	OEE	500000	25	29	3	9	0.763	0.906	0.237	0.094	0.829	0.832	0.707
BAF	10000	Raw	GSA	OEE	500000	30	46	5	19	0.708	0.902	0.292	0.098	0.793	0.799	0.657
BAF	10000	QCd	GSA	OEE	500000	30	29	3	9	0.763	0.906	0.237	0.094	0.829	0.832	0.707
BAF	10000	Raw	GSA	OEE	500000	35	46	4	19	0.708	0.92	0.292	0.08	0.8	0.807	0.667
BAF	10000	QCd	GSA	OEE	500000	35	29	3	9	0.763	0.906	0.237	0.094	0.829	0.832	0.707
BAF	10000	Raw	GSA	OEE	500000	40	46	4	17	0.73	0.92	0.27	0.08	0.814	0.82	0.687
BAF	10000	QCd	GSA	OEE	500000	40	29	3	8	0.784	0.906	0.216	0.094	0.841	0.843	0.725
BAF	10000	Raw	GSA	OEE	500000	45	44	3	15	0.746	0.936	0.254	0.064	0.83	0.836	0.71
BAF	10000	QCd	GSA	OEE	500000	45	28	2	7	0.8	0.933	0.2	0.067	0.862	0.864	0.757
BAF	10000	Raw	GSA	OEE	500000	50	44	3	15	0.746	0.936	0.254	0.064	0.83	0.836	0.71
BAF	10000	QCd	GSA	OEE	500000	50	28	2	7	0.8	0.933	0.2	0.067	0.862	0.864	0.757
LRRmean	10000	Raw	GSA	OEE	20000	10	1726	1944	4876	0.261	0.47	0.739	0.53	0.336	0.351	0.202
LRRmean	10000	QCd	GSA	OEE	20000	10	1452	665	4228	0.256	0.686	0.744	0.314	0.372	0.419	0.229
LRRmean	10000	Raw	GSA	OEE	20000	15	1257	1532	3212	0.281	0.451	0.719	0.549	0.346	0.356	0.209
LRRmean	10000	QCd	GSA	OEE	20000	15	1045	487	2738	0.276	0.682	0.724	0.318	0.393	0.434	0.245
LRRmean	10000	Raw	GSA	OEE	20000	20	894	1284	2219	0.287	0.41	0.713	0.59	0.338	0.343	0.203
LRRmean	10000	QCd	GSA	OEE	20000	20	742	389	1864	0.285	0.656	0.715	0.344	0.397	0.432	0.248
LRRmean	10000	Raw	GSA	OEE	20000	25	685	1129	1670	0.291	0.378	0.709	0.622	0.329	0.331	0.197
LRRmean	10000	QCd	GSA	OEE	20000	25	569	349	1371	0.293	0.62	0.707	0.38	0.398	0.426	0.249
LRRmean	10000	Raw	GSA	OEE	20000	30	535	935	1212	0.306	0.364	0.694	0.636	0.333	0.334	0.199
LRRmean	10000	QCd	GSA	OEE	20000	30	441	299	985	0.309	0.596	0.691	0.404	0.407	0.429	0.256
LRRmean	10000	Raw	GSA	OEE	20000	35	440	777	886	0.332	0.362	0.668	0.638	0.346	0.346	0.209
LRRmean	10000	QCd	GSA	OEE	20000	35	357	222	722	0.331	0.617	0.669	0.383	0.431	0.452	0.274
LRRmean	10000	Raw	GSA	OEE	20000	40	386	634	617	0.385	0.378	0.615	0.622	0.382	0.382	0.236
LRRmean	10000	QCd	GSA	OEE	20000	40	310	165	500	0.383	0.653	0.617	0.347	0.482	0.5	0.318
LRRmean	10000	Raw	GSA	OEE	20000	45	332	560	493	0.402	0.372	0.598	0.628	0.387	0.387	0.24
LRRmean	10000	QCd	GSA	OEE	20000	45	263	144	386	0.405	0.646	0.595	0.354	0.498	0.512	0.332
LRRmean	10000	Raw	GSA	OEE	20000	50	271	482	376	0.419	0.36	0.581	0.64	0.387	0.388	0.24
LRRmean	10000	QCd	GSA	OEE	20000	50	212	115	279	0.432	0.648	0.568	0.352	0.518	0.529	0.35
LRRmean	10000	Raw	GSA	OEE	40000	10	1386	1350	3520	0.283	0.507	0.717	0.493	0.363	0.378	0.222
LRRmean	10000	QCd	GSA	OEE	40000	10	1162	378	2991	0.28	0.755	0.72	0.245	0.408	0.459	0.256
LRRmean	10000	Raw	GSA	OEE	40000	15	1138	1162	2556	0.308	0.495	0.692	0.505	0.38	0.39	0.234
LRRmean	10000	QCd	GSA	OEE	40000	15	950	317	2137	0.308	0.75	0.692	0.25	0.436	0.48	0.279
LRRmean	10000	Raw	GSA	OEE	40000	20	846	1073	1855	0.313	0.441	0.687	0.559	0.366	0.372	0.224
LRRmean	10000	QCd	GSA	OEE	40000	20	707	313	1522	0.317	0.693	0.683	0.307	0.435	0.469	0.278
LRRmean	10000	Raw	GSA	OEE	40000	25	663	970	1427	0.317	0.406	0.683	0.594	0.356	0.359	0.217
LRRmean	10000	QCd	GSA	OEE	40000	25	552	296	1153	0.324	0.651	0.676	0.349	0.432	0.459	0.276
LRRmean	10000	Raw	GSA	OEE	40000	30	524	821	1049	0.333	0.39	0.667	0.61	0.359	0.36	0.219
LRRmean	10000	QCd	GSA	OEE	40000	30	434	264	841	0.34	0.622	0.66	0.378	0.44	0.46	0.282
LRRmean	10000	Raw	GSA	OEE	40000	35	434	687	783	0.357	0.387	0.643	0.613	0.371	0.372	0.228
LRRmean	10000	QCd	GSA	OEE	40000	35	354	196	625	0.362	0.644	0.638	0.356	0.463	0.482	0.301
LRRmean	10000	Raw	GSA	OEE	40000	40	380	571	556	0.406	0.4	0.594	0.6	0.403	0.403	0.252
LRRmean	10000	QCd	GSA	OEE	40000	40	307	151	439	0.412	0.67	0.588	0.33	0.51	0.525	0.342
LRRmean	10000	Raw	GSA	OEE	40000	45	329	506	439	0.428	0.394	0.572	0.606	0.41	0.411	0.258
LRRmean	10000	QCd	GSA	OEE	40000	45	262	136	343	0.433	0.658	0.567	0.342	0.522	0.534	0.354
LRRmean	10000	Raw	GSA	OEE	40000	50	269	434	342	0.44	0.383	0.56	0.617	0.409	0.41	0.257
LRRmean	10000	QCd	GSA	OEE	40000	50	211	109	257	0.451	0.659	0.549	0.341	0.536	0.545	0.366
LRRmean	10000	Raw	GSA	OEE	60000	10	1141	1023	2631	0.302	0.527	0.698	0.473	0.384	0.399	0.238
LRRmean	10000	QCd	GSA	OEE	60000	10	955	235	2217	0.301	0.803	0.699	0.197	0.438	0.492	0.28
LRRmean	10000	Raw	GSA	OEE	60000	15	977	918	1996	0.329	0.516	0.671	0.484	0.401	0.412	0.251
LRRmean	10000	QCd	GSA	OEE	60000	15	817	212	1670	0.329	0.794	0.671	0.206	0.465	0.511	0.303
LRRmean	10000	Raw	GSA	OEE	60000	20	771	884	1539	0.334	0.466	0.666	0.534	0.389	0.394	0.241
LRRmean	10000	QCd	GSA	OEE	60000	20	642	237	1272	0.335	0.73	0.665	0.27	0.46	0.495	0.298
LRRmean	10000	Raw	GSA	OEE	60000	25	629	805	1209	0.342	0.439	0.658	0.561	0.384	0.387	0.238
LRRmean	10000	QCd	GSA	OEE	60000	25	522	238	980	0.348	0.687	0.652	0.313	0.462	0.489	0.3
LRRmean	10000	Raw	GSA	OEE	60000	30	504	731	913	0.356	0.408	0.644	0.592	0.38	0.381	0.235
LRRmean	10000	QCd	GSA	OEE	60000	30	414	233	739	0.359	0.64	0.641	0.36	0.46	0.479	0.299
LRRmean	10000	Raw	GSA	OEE	60000	35	428	625	714	0.375	0.406	0.625	0.594	0.39	0.39	0.242
LRRmean	10000	QCd	GSA	OEE	60000	35	348	185	567	0.38	0.653	0.62	0.347	0.481	0.498	0.316
LRRmean	10000	Raw	GSA	OEE	60000	40	377	523	520	0.42	0.419	0.58	0.581	0.42	0.42	0.265
LRRmean	10000	QCd	GSA	OEE	60000	40	304	142	407	0.428	0.682	0.572	0.318	0.525	0.54	0.356
LRRmean	10000	Raw	GSA	OEE	60000	45	328	468	378	0.465	0.412	0.535	0.588	0.437	0.438	0.279
LRRmean	10000	QCd	GSA	OEE	60000	45	261	131	319	0.45	0.666	0.55	0.334	0.537	0.547	0.367
LRRmean	10000	Raw	GSA	OEE	60000	50	268	400	295	0.476	0.401	0.524	0.599	0.435	0.437	0.278
LRRmean	10000	QCd	GSA	OEE	60000	50	210	105	244	0.463	0.667	0.537	0.333	0.546	0.555	0.376
LRRmean	10000	Raw	GSA	OEE	80000	10	950	839	2014	0.321	0.531	0.679	0.469	0.4	0.413	0.25
LRRmean	10000	QCd	GSA	OEE	80000	10	793	208	1676	0.321	0.792	0.679	0.208	0.457	0.504	0.296
LRRmean	10000	Raw	GSA	OEE	80000	15	833	754	1580	0.345	0.525	0.655	0.475	0.416	0.426	0.263
LRRmean	10000	QCd	GSA	OEE	80000	15	698	181	1305	0.348	0.794	0.652	0.206	0.484	0.526	0.32
LRRmean	10000	Raw	GSA	OEE	80000	20	682	734	1278	0.348	0.482	0.652	0.518	0.404	0.409	0.253
LRRmean	10000	QCd	GSA	OEE	80000	20	568	207	1044	0.352	0.733	0.648	0.267	0.476	0.508	0.312
LRRmean	10000	Raw	GSA	OEE	80000	25	578	684	1046	0.356	0.458	0.644	0.542	0.401	0.404	0.25
LRRmean	10000	QCd	GSA	OEE	80000	25	479	211	839	0.363	0.694	0.637	0.306	0.477	0.502	0.313
LRRmean	10000	Raw	GSA	OEE	80000	30	478	633	785	0.378	0.43	0.622	0.57	0.403	0.404	0.252
LRRmean	10000	QCd	GSA	OEE	80000	30	393	208	640	0.38	0.654	0.62	0.346	0.481	0.499	0.317
LRRmean	10000	Raw	GSA	OEE	80000	35	417	548	625	0.4	0.432	0.6	0.568	0.416	0.416	0.262
LRRmean	10000	QCd	GSA	OEE	80000	35	340	166	501	0.404	0.672	0.596	0.328	0.505	0.521	0.338
LRRmean	10000	Raw	GSA	OEE	80000	40	372	474	458	0.448	0.44	0.552	0.56	0.444	0.444	0.285
LRRmean	10000	QCd	GSA	OEE	80000	40	300	135	365	0.451	0.69	0.549	0.31	0.545	0.558	0.375
LRRmean	10000	Raw	GSA	OEE	80000	45	325	431	349	0.482	0.43	0.518	0.57	0.455	0.455	0.294
LRRmean	10000	QCd	GSA	OEE	80000	45	259	127	292	0.47	0.671	0.53	0.329	0.553	0.562	0.382
LRRmean	10000	Raw	GSA	OEE	80000	50	266	369	268	0.498	0.419	0.502	0.581	0.455	0.457	0.295
LRRmean	10000	QCd	GSA	OEE	80000	50	208	101	221	0.485	0.673	0.515	0.327	0.564	0.571	0.392
LRRmean	10000	Raw	GSA	OEE	100000	10	699	700	1457	0.324	0.5	0.676	0.5	0.393	0.402	0.245
LRRmean	10000	QCd	GSA	OEE	100000	10	576	160	1214	0.322	0.783	0.678	0.217	0.456	0.502	0.295
LRRmean	10000	Raw	GSA	OEE	100000	15	668	622	1233	0.351	0.518	0.649	0.482	0.419	0.427	0.265
LRRmean	10000	QCd	GSA	OEE	100000	15	560	139	1010	0.357	0.801	0.643	0.199	0.494	0.535	0.328
LRRmean	10000	Raw	GSA	OEE	100000	20	579	606	1004	0.366	0.489	0.634	0.511	0.418	0.423	0.265
LRRmean	10000	QCd	GSA	OEE	100000	20	484	155	815	0.373	0.757	0.627	0.243	0.499	0.531	0.333
LRRmean	10000	Raw	GSA	OEE	100000	25	503	575	845	0.373	0.467	0.627	0.533	0.415	0.417	0.262
LRRmean	10000	QCd	GSA	OEE	100000	25	419	157	676	0.383	0.727	0.617	0.273	0.501	0.528	0.335
LRRmean	10000	Raw	GSA	OEE	100000	30	426	559	666	0.39	0.432	0.61	0.568	0.41	0.411	0.258
LRRmean	10000	QCd	GSA	OEE	100000	30	353	169	537	0.397	0.676	0.603	0.324	0.5	0.518	0.333
LRRmean	10000	Raw	GSA	OEE	100000	35	386	483	551	0.412	0.444	0.588	0.556	0.427	0.428	0.272
LRRmean	10000	QCd	GSA	OEE	100000	35	316	133	439	0.419	0.704	0.581	0.296	0.525	0.543	0.356
LRRmean	10000	Raw	GSA	OEE	100000	40	345	425	411	0.456	0.448	0.544	0.552	0.452	0.452	0.292
LRRmean	10000	QCd	GSA	OEE	100000	40	279	113	324	0.463	0.712	0.537	0.288	0.561	0.574	0.39
LRRmean	10000	Raw	GSA	OEE	100000	45	304	391	317	0.49	0.437	0.51	0.563	0.462	0.463	0.3
LRRmean	10000	QCd	GSA	OEE	100000	45	242	109	261	0.481	0.689	0.519	0.311	0.567	0.576	0.395
LRRmean	10000	Raw	GSA	OEE	100000	50	252	337	240	0.512	0.428	0.488	0.572	0.466	0.468	0.304
LRRmean	10000	QCd	GSA	OEE	100000	50	196	88	193	0.504	0.69	0.496	0.31	0.582	0.59	0.411
LRRmean	10000	Raw	GSA	OEE	120000	10	561	615	1076	0.343	0.477	0.657	0.523	0.399	0.404	0.249
LRRmean	10000	QCd	GSA	OEE	120000	10	455	142	883	0.34	0.762	0.66	0.238	0.47	0.509	0.307
LRRmean	10000	Raw	GSA	OEE	120000	15	537	549	933	0.365	0.494	0.635	0.506	0.42	0.425	0.266
LRRmean	10000	QCd	GSA	OEE	120000	15	444	128	772	0.365	0.776	0.635	0.224	0.497	0.532	0.33
LRRmean	10000	Raw	GSA	OEE	120000	20	479	524	764	0.385	0.478	0.615	0.522	0.427	0.429	0.271
LRRmean	10000	QCd	GSA	OEE	120000	20	394	133	623	0.387	0.748	0.613	0.252	0.51	0.538	0.343
LRRmean	10000	Raw	GSA	OEE	120000	25	427	503	647	0.398	0.459	0.602	0.541	0.426	0.427	0.271
LRRmean	10000	QCd	GSA	OEE	120000	25	352	133	519	0.404	0.726	0.596	0.274	0.519	0.542	0.351
LRRmean	10000	Raw	GSA	OEE	120000	30	375	484	539	0.41	0.437	0.59	0.563	0.423	0.423	0.268
LRRmean	10000	QCd	GSA	OEE	120000	30	309	139	440	0.413	0.69	0.587	0.31	0.516	0.533	0.348
LRRmean	10000	Raw	GSA	OEE	120000	35	340	437	466	0.422	0.438	0.578	0.562	0.43	0.43	0.274
LRRmean	10000	QCd	GSA	OEE	120000	35	276	117	376	0.423	0.702	0.577	0.298	0.528	0.545	0.359
LRRmean	10000	Raw	GSA	OEE	120000	40	311	391	367	0.459	0.443	0.541	0.557	0.451	0.451	0.291
LRRmean	10000	QCd	GSA	OEE	120000	40	249	103	286	0.465	0.707	0.535	0.293	0.561	0.574	0.39
LRRmean	10000	Raw	GSA	OEE	120000	45	278	363	292	0.488	0.434	0.512	0.566	0.459	0.46	0.298
LRRmean	10000	QCd	GSA	OEE	120000	45	220	101	238	0.48	0.685	0.52	0.315	0.565	0.574	0.394
LRRmean	10000	Raw	GSA	OEE	120000	50	234	309	184	0.56	0.431	0.44	0.569	0.487	0.491	0.322
LRRmean	10000	QCd	GSA	OEE	120000	50	180	79	138	0.566	0.695	0.434	0.305	0.624	0.627	0.453
LRRmean	10000	Raw	GSA	OEE	140000	10	435	536	821	0.346	0.448	0.654	0.552	0.391	0.394	0.243
LRRmean	10000	QCd	GSA	OEE	140000	10	346	119	651	0.347	0.744	0.653	0.256	0.473	0.508	0.31
LRRmean	10000	Raw	GSA	OEE	140000	15	413	483	745	0.357	0.461	0.643	0.539	0.402	0.405	0.252
LRRmean	10000	QCd	GSA	OEE	140000	15	336	110	597	0.36	0.753	0.64	0.247	0.487	0.521	0.322
LRRmean	10000	Raw	GSA	OEE	140000	20	401	460	625	0.391	0.466	0.609	0.534	0.425	0.427	0.27
LRRmean	10000	QCd	GSA	OEE	140000	20	327	110	503	0.394	0.748	0.606	0.252	0.516	0.543	0.348
LRRmean	10000	Raw	GSA	OEE	140000	25	373	443	541	0.408	0.457	0.592	0.543	0.431	0.432	0.275
LRRmean	10000	QCd	GSA	OEE	140000	25	305	110	431	0.414	0.735	0.586	0.265	0.53	0.552	0.361
LRRmean	10000	Raw	GSA	OEE	140000	30	335	425	443	0.431	0.441	0.569	0.559	0.436	0.436	0.278
LRRmean	10000	QCd	GSA	OEE	140000	30	275	115	359	0.434	0.705	0.566	0.295	0.537	0.553	0.367
LRRmean	10000	Raw	GSA	OEE	140000	35	310	386	379	0.45	0.445	0.55	0.555	0.448	0.448	0.288
LRRmean	10000	QCd	GSA	OEE	140000	35	251	94	303	0.453	0.728	0.547	0.272	0.558	0.574	0.387
LRRmean	10000	Raw	GSA	OEE	140000	40	290	354	312	0.482	0.45	0.518	0.55	0.465	0.466	0.303
LRRmean	10000	QCd	GSA	OEE	140000	40	233	87	242	0.491	0.728	0.509	0.272	0.586	0.598	0.415
LRRmean	10000	Raw	GSA	OEE	140000	45	261	338	250	0.511	0.436	0.489	0.564	0.47	0.472	0.307
LRRmean	10000	QCd	GSA	OEE	140000	45	207	92	202	0.506	0.692	0.494	0.308	0.585	0.592	0.413
LRRmean	10000	Raw	GSA	OEE	140000	50	220	289	159	0.58	0.432	0.42	0.568	0.495	0.501	0.329
LRRmean	10000	QCd	GSA	OEE	140000	50	170	71	119	0.588	0.705	0.412	0.295	0.642	0.644	0.472
LRRmean	10000	Raw	GSA	OEE	160000	10	363	439	600	0.377	0.453	0.623	0.547	0.411	0.413	0.259
LRRmean	10000	QCd	GSA	OEE	160000	10	287	82	470	0.379	0.778	0.621	0.222	0.51	0.543	0.342
LRRmean	10000	Raw	GSA	OEE	160000	15	348	395	558	0.384	0.468	0.616	0.532	0.422	0.424	0.267
LRRmean	10000	QCd	GSA	OEE	160000	15	281	74	432	0.394	0.792	0.606	0.208	0.526	0.559	0.357
LRRmean	10000	Raw	GSA	OEE	160000	20	342	374	473	0.42	0.478	0.58	0.522	0.447	0.448	0.288
LRRmean	10000	QCd	GSA	OEE	160000	20	278	71	365	0.432	0.797	0.568	0.203	0.56	0.587	0.389
LRRmean	10000	Raw	GSA	OEE	160000	25	328	359	420	0.439	0.477	0.561	0.523	0.457	0.458	0.296
LRRmean	10000	QCd	GSA	OEE	160000	25	268	70	322	0.454	0.793	0.546	0.207	0.578	0.6	0.406
LRRmean	10000	Raw	GSA	OEE	160000	30	296	349	338	0.467	0.459	0.533	0.541	0.463	0.463	0.301
LRRmean	10000	QCd	GSA	OEE	160000	30	243	77	266	0.477	0.759	0.523	0.241	0.586	0.602	0.415
LRRmean	10000	Raw	GSA	OEE	160000	35	278	336	296	0.484	0.453	0.516	0.547	0.468	0.468	0.305
LRRmean	10000	QCd	GSA	OEE	160000	35	226	77	229	0.497	0.746	0.503	0.254	0.596	0.609	0.425
LRRmean	10000	Raw	GSA	OEE	160000	40	267	303	258	0.509	0.468	0.491	0.532	0.488	0.488	0.322
LRRmean	10000	QCd	GSA	OEE	160000	40	215	68	197	0.522	0.76	0.478	0.24	0.619	0.63	0.448
LRRmean	10000	Raw	GSA	OEE	160000	45	249	288	213	0.539	0.464	0.461	0.536	0.498	0.5	0.332
LRRmean	10000	QCd	GSA	OEE	160000	45	199	70	172	0.536	0.74	0.464	0.26	0.622	0.63	0.451
LRRmean	10000	Raw	GSA	OEE	160000	50	213	256	147	0.592	0.454	0.408	0.546	0.514	0.518	0.346
LRRmean	10000	QCd	GSA	OEE	160000	50	166	61	113	0.595	0.731	0.405	0.269	0.656	0.66	0.488
LRRmean	10000	Raw	GSA	OEE	180000	10	279	342	385	0.42	0.449	0.58	0.551	0.434	0.434	0.277
LRRmean	10000	QCd	GSA	OEE	180000	10	220	48	277	0.443	0.821	0.557	0.179	0.575	0.603	0.404
LRRmean	10000	Raw	GSA	OEE	180000	15	271	300	346	0.439	0.475	0.561	0.525	0.456	0.457	0.296
LRRmean	10000	QCd	GSA	OEE	180000	15	215	39	248	0.464	0.846	0.536	0.154	0.6	0.627	0.428
LRRmean	10000	Raw	GSA	OEE	180000	20	265	285	294	0.474	0.482	0.526	0.518	0.478	0.478	0.314
LRRmean	10000	QCd	GSA	OEE	180000	20	212	39	209	0.504	0.845	0.496	0.155	0.631	0.652	0.461
LRRmean	10000	Raw	GSA	OEE	180000	25	260	270	265	0.495	0.491	0.505	0.509	0.493	0.493	0.327
LRRmean	10000	QCd	GSA	OEE	180000	25	210	35	186	0.53	0.857	0.47	0.143	0.655	0.674	0.487
LRRmean	10000	Raw	GSA	OEE	180000	30	254	255	224	0.531	0.499	0.469	0.501	0.515	0.515	0.347
LRRmean	10000	QCd	GSA	OEE	180000	30	206	34	164	0.557	0.858	0.443	0.142	0.675	0.691	0.51
LRRmean	10000	Raw	GSA	OEE	180000	35	244	244	208	0.54	0.5	0.46	0.5	0.519	0.52	0.351
LRRmean	10000	QCd	GSA	OEE	180000	35	197	31	150	0.568	0.864	0.432	0.136	0.685	0.7	0.521
LRRmean	10000	Raw	GSA	OEE	180000	40	236	225	186	0.559	0.512	0.441	0.488	0.535	0.535	0.365
LRRmean	10000	QCd	GSA	OEE	180000	40	189	29	133	0.587	0.867	0.413	0.133	0.7	0.713	0.538
LRRmean	10000	Raw	GSA	OEE	180000	45	221	211	150	0.596	0.512	0.404	0.488	0.55	0.552	0.38
LRRmean	10000	QCd	GSA	OEE	180000	45	175	29	114	0.606	0.858	0.394	0.142	0.71	0.721	0.55
LRRmean	10000	Raw	GSA	OEE	180000	50	203	199	131	0.608	0.505	0.392	0.495	0.552	0.554	0.381
LRRmean	10000	QCd	GSA	OEE	180000	50	158	31	97	0.62	0.836	0.38	0.164	0.712	0.72	0.552
LRRmean	10000	Raw	GSA	OEE	200000	10	249	292	299	0.454	0.46	0.546	0.54	0.457	0.457	0.296
LRRmean	10000	QCd	GSA	OEE	200000	10	195	40	226	0.463	0.83	0.537	0.17	0.595	0.62	0.423
LRRmean	10000	Raw	GSA	OEE	200000	15	241	256	267	0.474	0.485	0.526	0.515	0.48	0.48	0.315
LRRmean	10000	QCd	GSA	OEE	200000	15	190	33	200	0.487	0.852	0.513	0.148	0.62	0.644	0.449
LRRmean	10000	Raw	GSA	OEE	200000	20	236	244	224	0.513	0.492	0.487	0.508	0.502	0.502	0.335
LRRmean	10000	QCd	GSA	OEE	200000	20	188	33	168	0.528	0.851	0.472	0.149	0.652	0.67	0.483
LRRmean	10000	Raw	GSA	OEE	200000	25	232	230	204	0.532	0.502	0.468	0.498	0.517	0.517	0.348
LRRmean	10000	QCd	GSA	OEE	200000	25	186	30	152	0.55	0.861	0.45	0.139	0.671	0.688	0.505
LRRmean	10000	Raw	GSA	OEE	200000	30	227	218	173	0.568	0.51	0.432	0.49	0.537	0.538	0.367
LRRmean	10000	QCd	GSA	OEE	200000	30	183	29	148	0.553	0.863	0.447	0.137	0.674	0.691	0.508
LRRmean	10000	Raw	GSA	OEE	200000	35	220	212	159	0.58	0.509	0.42	0.491	0.543	0.544	0.372
LRRmean	10000	QCd	GSA	OEE	200000	35	177	26	136	0.565	0.872	0.435	0.128	0.686	0.702	0.522
LRRmean	10000	Raw	GSA	OEE	200000	40	213	200	146	0.593	0.516	0.407	0.484	0.552	0.553	0.381
LRRmean	10000	QCd	GSA	OEE	200000	40	170	27	124	0.578	0.863	0.422	0.137	0.692	0.706	0.53
LRRmean	10000	Raw	GSA	OEE	200000	45	202	192	130	0.608	0.513	0.392	0.487	0.556	0.559	0.385
LRRmean	10000	QCd	GSA	OEE	200000	45	159	27	108	0.596	0.855	0.404	0.145	0.702	0.713	0.541
LRRmean	10000	Raw	GSA	OEE	200000	50	189	182	111	0.63	0.509	0.37	0.491	0.563	0.567	0.392
LRRmean	10000	QCd	GSA	OEE	200000	50	147	27	91	0.618	0.845	0.382	0.155	0.714	0.722	0.555
LRRmean	10000	Raw	GSA	OEE	220000	10	208	244	217	0.489	0.46	0.511	0.54	0.474	0.475	0.311
LRRmean	10000	QCd	GSA	OEE	220000	10	164	32	170	0.491	0.837	0.509	0.163	0.619	0.641	0.448
LRRmean	10000	Raw	GSA	OEE	220000	15	202	214	194	0.51	0.486	0.49	0.514	0.498	0.498	0.331
LRRmean	10000	QCd	GSA	OEE	220000	15	161	27	152	0.514	0.856	0.486	0.144	0.643	0.664	0.474
LRRmean	10000	Raw	GSA	OEE	220000	20	198	204	160	0.553	0.493	0.447	0.507	0.521	0.522	0.352
LRRmean	10000	QCd	GSA	OEE	220000	20	160	28	127	0.557	0.851	0.443	0.149	0.674	0.689	0.508
LRRmean	10000	Raw	GSA	OEE	220000	25	195	193	147	0.57	0.503	0.43	0.497	0.534	0.535	0.364
LRRmean	10000	QCd	GSA	OEE	220000	25	158	26	115	0.579	0.859	0.421	0.141	0.691	0.705	0.528
LRRmean	10000	Raw	GSA	OEE	220000	30	191	185	132	0.591	0.508	0.409	0.492	0.546	0.548	0.376
LRRmean	10000	QCd	GSA	OEE	220000	30	155	26	113	0.578	0.856	0.422	0.144	0.69	0.704	0.527
LRRmean	10000	Raw	GSA	OEE	220000	35	186	181	124	0.6	0.507	0.4	0.493	0.549	0.551	0.379
LRRmean	10000	QCd	GSA	OEE	220000	35	151	22	106	0.588	0.873	0.412	0.127	0.702	0.716	0.541
LRRmean	10000	Raw	GSA	OEE	220000	40	180	175	113	0.614	0.507	0.386	0.493	0.556	0.558	0.385
LRRmean	10000	QCd	GSA	OEE	220000	40	145	23	96	0.602	0.863	0.398	0.137	0.709	0.721	0.549
LRRmean	10000	Raw	GSA	OEE	220000	45	169	170	100	0.628	0.499	0.372	0.501	0.556	0.56	0.385
LRRmean	10000	QCd	GSA	OEE	220000	45	134	23	83	0.618	0.854	0.382	0.146	0.717	0.726	0.558
LRRmean	10000	Raw	GSA	OEE	220000	50	158	162	91	0.635	0.494	0.365	0.506	0.555	0.56	0.384
LRRmean	10000	QCd	GSA	OEE	220000	50	124	23	75	0.623	0.844	0.377	0.156	0.717	0.725	0.559
LRRmean	10000	Raw	GSA	OEE	240000	10	178	200	177	0.501	0.471	0.499	0.529	0.486	0.486	0.321
LRRmean	10000	QCd	GSA	OEE	240000	10	139	23	138	0.502	0.858	0.498	0.142	0.633	0.656	0.463
LRRmean	10000	Raw	GSA	OEE	240000	15	174	188	167	0.51	0.481	0.49	0.519	0.495	0.495	0.329
LRRmean	10000	QCd	GSA	OEE	240000	15	137	22	130	0.513	0.862	0.487	0.138	0.643	0.665	0.474
LRRmean	10000	Raw	GSA	OEE	240000	20	171	177	139	0.552	0.491	0.448	0.509	0.52	0.521	0.351
