Method	MaxD	QC	Ref	Mat	LEN_Cutoff	N_SNP_Cutoff	TP	FP	FN	Sensitivity	PPV	FNR	FDR	F1	FMI	JI
LRRmean	10000	QCd	GSA	OEE	240000	20	137	22	111	0.552	0.862	0.448	0.138	0.673	0.69	0.507
LRRmean	10000	Raw	GSA	OEE	240000	25	169	166	127	0.571	0.504	0.429	0.496	0.536	0.537	0.366
LRRmean	10000	QCd	GSA	OEE	240000	25	136	20	101	0.574	0.872	0.426	0.128	0.692	0.707	0.529
LRRmean	10000	Raw	GSA	OEE	240000	30	165	158	114	0.591	0.511	0.409	0.489	0.548	0.55	0.378
LRRmean	10000	QCd	GSA	OEE	240000	30	133	20	101	0.568	0.869	0.432	0.131	0.687	0.703	0.524
LRRmean	10000	Raw	GSA	OEE	240000	35	162	156	105	0.607	0.509	0.393	0.491	0.554	0.556	0.383
LRRmean	10000	QCd	GSA	OEE	240000	35	130	18	92	0.586	0.878	0.414	0.122	0.703	0.717	0.542
LRRmean	10000	Raw	GSA	OEE	240000	40	157	154	98	0.616	0.505	0.384	0.495	0.555	0.558	0.384
LRRmean	10000	QCd	GSA	OEE	240000	40	125	19	85	0.595	0.868	0.405	0.132	0.706	0.719	0.546
LRRmean	10000	Raw	GSA	OEE	240000	45	147	151	88	0.626	0.493	0.374	0.507	0.552	0.555	0.381
LRRmean	10000	QCd	GSA	OEE	240000	45	115	20	75	0.605	0.852	0.395	0.148	0.708	0.718	0.548
LRRmean	10000	Raw	GSA	OEE	240000	50	138	145	79	0.636	0.488	0.364	0.512	0.552	0.557	0.381
LRRmean	10000	QCd	GSA	OEE	240000	50	107	19	67	0.615	0.849	0.385	0.151	0.713	0.723	0.554
LRRmean	10000	Raw	GSA	OEE	260000	10	158	167	142	0.527	0.486	0.473	0.514	0.506	0.506	0.338
LRRmean	10000	QCd	GSA	OEE	260000	10	124	22	111	0.528	0.849	0.472	0.151	0.651	0.669	0.482
LRRmean	10000	Raw	GSA	OEE	260000	15	156	159	133	0.54	0.495	0.46	0.505	0.517	0.517	0.348
LRRmean	10000	QCd	GSA	OEE	260000	15	123	20	105	0.539	0.86	0.461	0.14	0.663	0.681	0.496
LRRmean	10000	Raw	GSA	OEE	260000	20	153	150	111	0.58	0.505	0.42	0.495	0.54	0.541	0.37
LRRmean	10000	QCd	GSA	OEE	260000	20	123	20	90	0.577	0.86	0.423	0.14	0.691	0.705	0.528
LRRmean	10000	Raw	GSA	OEE	260000	25	151	143	105	0.59	0.514	0.41	0.486	0.549	0.55	0.378
LRRmean	10000	QCd	GSA	OEE	260000	25	122	18	85	0.589	0.871	0.411	0.129	0.703	0.717	0.542
LRRmean	10000	Raw	GSA	OEE	260000	30	149	134	93	0.616	0.527	0.384	0.473	0.568	0.569	0.396
LRRmean	10000	QCd	GSA	OEE	260000	30	121	17	85	0.587	0.877	0.413	0.123	0.703	0.718	0.543
LRRmean	10000	Raw	GSA	OEE	260000	35	146	134	90	0.619	0.521	0.381	0.479	0.566	0.568	0.395
LRRmean	10000	QCd	GSA	OEE	260000	35	118	17	82	0.59	0.874	0.41	0.126	0.704	0.718	0.544
LRRmean	10000	Raw	GSA	OEE	260000	40	145	132	86	0.628	0.523	0.372	0.477	0.571	0.573	0.399
LRRmean	10000	QCd	GSA	OEE	260000	40	117	16	77	0.603	0.88	0.397	0.12	0.716	0.728	0.557
LRRmean	10000	Raw	GSA	OEE	260000	45	137	129	77	0.64	0.515	0.36	0.485	0.571	0.574	0.399
LRRmean	10000	QCd	GSA	OEE	260000	45	109	16	68	0.616	0.872	0.384	0.128	0.722	0.733	0.565
LRRmean	10000	Raw	GSA	OEE	260000	50	128	123	68	0.653	0.51	0.347	0.49	0.573	0.577	0.401
LRRmean	10000	QCd	GSA	OEE	260000	50	101	15	60	0.627	0.871	0.373	0.129	0.729	0.739	0.574
LRRmean	10000	Raw	GSA	OEE	280000	10	139	144	118	0.541	0.491	0.459	0.509	0.515	0.515	0.347
LRRmean	10000	QCd	GSA	OEE	280000	10	109	18	92	0.542	0.858	0.458	0.142	0.665	0.682	0.498
LRRmean	10000	Raw	GSA	OEE	280000	15	139	139	113	0.552	0.5	0.448	0.5	0.525	0.525	0.355
LRRmean	10000	QCd	GSA	OEE	280000	15	109	17	87	0.556	0.865	0.444	0.135	0.677	0.694	0.512
LRRmean	10000	Raw	GSA	OEE	280000	20	136	131	94	0.591	0.509	0.409	0.491	0.547	0.549	0.377
LRRmean	10000	QCd	GSA	OEE	280000	20	109	17	75	0.592	0.865	0.408	0.135	0.703	0.716	0.542
LRRmean	10000	Raw	GSA	OEE	280000	25	134	127	89	0.601	0.513	0.399	0.487	0.554	0.555	0.383
LRRmean	10000	QCd	GSA	OEE	280000	25	108	15	71	0.603	0.878	0.397	0.122	0.715	0.728	0.557
LRRmean	10000	Raw	GSA	OEE	280000	30	132	118	77	0.632	0.528	0.368	0.472	0.575	0.577	0.404
LRRmean	10000	QCd	GSA	OEE	280000	30	107	14	71	0.601	0.884	0.399	0.116	0.716	0.729	0.557
LRRmean	10000	Raw	GSA	OEE	280000	35	130	118	74	0.637	0.524	0.363	0.476	0.575	0.578	0.404
LRRmean	10000	QCd	GSA	OEE	280000	35	105	14	68	0.607	0.882	0.393	0.118	0.719	0.732	0.561
LRRmean	10000	Raw	GSA	OEE	280000	40	129	117	71	0.645	0.524	0.355	0.476	0.578	0.582	0.407
LRRmean	10000	QCd	GSA	OEE	280000	40	104	13	64	0.619	0.889	0.381	0.111	0.73	0.742	0.575
LRRmean	10000	Raw	GSA	OEE	280000	45	122	114	63	0.659	0.517	0.341	0.483	0.58	0.584	0.408
LRRmean	10000	QCd	GSA	OEE	280000	45	97	12	56	0.634	0.89	0.366	0.11	0.74	0.751	0.588
LRRmean	10000	Raw	GSA	OEE	280000	50	114	110	58	0.663	0.509	0.337	0.491	0.576	0.581	0.404
LRRmean	10000	QCd	GSA	OEE	280000	50	90	12	51	0.638	0.882	0.362	0.118	0.741	0.75	0.588
LRRmean	10000	Raw	GSA	OEE	300000	10	132	132	106	0.555	0.5	0.445	0.5	0.526	0.527	0.357
LRRmean	10000	QCd	GSA	OEE	300000	10	104	16	82	0.559	0.867	0.441	0.133	0.68	0.696	0.515
LRRmean	10000	Raw	GSA	OEE	300000	15	132	127	101	0.567	0.51	0.433	0.49	0.537	0.537	0.367
LRRmean	10000	QCd	GSA	OEE	300000	15	104	15	77	0.575	0.874	0.425	0.126	0.693	0.709	0.531
LRRmean	10000	Raw	GSA	OEE	300000	20	129	121	86	0.6	0.516	0.4	0.484	0.555	0.556	0.384
LRRmean	10000	QCd	GSA	OEE	300000	20	104	15	68	0.605	0.874	0.395	0.126	0.715	0.727	0.556
LRRmean	10000	Raw	GSA	OEE	300000	25	127	117	82	0.608	0.52	0.392	0.48	0.561	0.562	0.39
LRRmean	10000	QCd	GSA	OEE	300000	25	103	13	65	0.613	0.888	0.387	0.112	0.725	0.738	0.569
LRRmean	10000	Raw	GSA	OEE	300000	30	125	108	71	0.638	0.536	0.362	0.464	0.583	0.585	0.411
LRRmean	10000	QCd	GSA	OEE	300000	30	102	12	65	0.611	0.895	0.389	0.105	0.726	0.739	0.57
LRRmean	10000	Raw	GSA	OEE	300000	35	123	108	69	0.641	0.532	0.359	0.468	0.582	0.584	0.41
LRRmean	10000	QCd	GSA	OEE	300000	35	100	12	63	0.613	0.893	0.387	0.107	0.727	0.74	0.571
LRRmean	10000	Raw	GSA	OEE	300000	40	122	108	67	0.646	0.53	0.354	0.47	0.582	0.585	0.411
LRRmean	10000	QCd	GSA	OEE	300000	40	99	12	61	0.619	0.892	0.381	0.108	0.731	0.743	0.576
LRRmean	10000	Raw	GSA	OEE	300000	45	115	105	59	0.661	0.523	0.339	0.477	0.584	0.588	0.412
LRRmean	10000	QCd	GSA	OEE	300000	45	92	11	53	0.634	0.893	0.366	0.107	0.742	0.753	0.59
LRRmean	10000	Raw	GSA	OEE	300000	50	108	103	54	0.667	0.512	0.333	0.488	0.579	0.584	0.408
LRRmean	10000	QCd	GSA	OEE	300000	50	85	11	48	0.639	0.885	0.361	0.115	0.742	0.752	0.59
LRRmean	10000	Raw	GSA	OEE	320000	10	119	122	94	0.559	0.494	0.441	0.506	0.524	0.525	0.355
LRRmean	10000	QCd	GSA	OEE	320000	10	94	15	71	0.57	0.862	0.43	0.138	0.686	0.701	0.522
LRRmean	10000	Raw	GSA	OEE	320000	15	119	120	91	0.567	0.498	0.433	0.502	0.53	0.531	0.361
LRRmean	10000	QCd	GSA	OEE	320000	15	94	14	68	0.58	0.87	0.42	0.13	0.696	0.711	0.534
LRRmean	10000	Raw	GSA	OEE	320000	20	117	115	78	0.6	0.504	0.4	0.496	0.548	0.55	0.377
LRRmean	10000	QCd	GSA	OEE	320000	20	94	14	62	0.603	0.87	0.397	0.13	0.712	0.724	0.553
LRRmean	10000	Raw	GSA	OEE	320000	25	115	110	74	0.608	0.511	0.392	0.489	0.556	0.558	0.385
LRRmean	10000	QCd	GSA	OEE	320000	25	93	12	59	0.612	0.886	0.388	0.114	0.724	0.736	0.567
LRRmean	10000	Raw	GSA	OEE	320000	30	113	102	65	0.635	0.526	0.365	0.474	0.575	0.578	0.404
LRRmean	10000	QCd	GSA	OEE	320000	30	92	11	59	0.609	0.893	0.391	0.107	0.724	0.738	0.568
LRRmean	10000	Raw	GSA	OEE	320000	35	112	102	63	0.64	0.523	0.36	0.477	0.576	0.579	0.404
LRRmean	10000	QCd	GSA	OEE	320000	35	91	11	57	0.615	0.892	0.385	0.108	0.728	0.741	0.572
LRRmean	10000	Raw	GSA	OEE	320000	40	111	102	61	0.645	0.521	0.355	0.479	0.577	0.58	0.405
LRRmean	10000	QCd	GSA	OEE	320000	40	90	11	55	0.621	0.891	0.379	0.109	0.732	0.744	0.577
LRRmean	10000	Raw	GSA	OEE	320000	45	106	100	54	0.662	0.515	0.338	0.485	0.579	0.584	0.408
LRRmean	10000	QCd	GSA	OEE	320000	45	85	11	48	0.639	0.885	0.361	0.115	0.742	0.752	0.59
LRRmean	10000	Raw	GSA	OEE	320000	50	99	98	50	0.664	0.503	0.336	0.497	0.572	0.578	0.401
LRRmean	10000	QCd	GSA	OEE	320000	50	78	11	44	0.639	0.876	0.361	0.124	0.739	0.749	0.586
LRRmean	10000	Raw	GSA	OEE	340000	10	109	108	83	0.568	0.502	0.432	0.498	0.533	0.534	0.363
LRRmean	10000	QCd	GSA	OEE	340000	10	86	15	61	0.585	0.851	0.415	0.149	0.694	0.706	0.531
LRRmean	10000	Raw	GSA	OEE	340000	15	109	105	80	0.577	0.509	0.423	0.491	0.541	0.542	0.371
LRRmean	10000	QCd	GSA	OEE	340000	15	86	13	58	0.597	0.869	0.403	0.131	0.708	0.72	0.548
LRRmean	10000	Raw	GSA	OEE	340000	20	107	101	70	0.605	0.514	0.395	0.486	0.556	0.558	0.385
LRRmean	10000	QCd	GSA	OEE	340000	20	86	11	54	0.614	0.887	0.386	0.113	0.726	0.738	0.57
LRRmean	10000	Raw	GSA	OEE	340000	25	105	96	67	0.61	0.522	0.39	0.478	0.563	0.565	0.392
LRRmean	10000	QCd	GSA	OEE	340000	25	85	9	52	0.62	0.904	0.38	0.096	0.736	0.749	0.582
LRRmean	10000	Raw	GSA	OEE	340000	30	103	88	58	0.64	0.539	0.36	0.461	0.585	0.587	0.414
LRRmean	10000	QCd	GSA	OEE	340000	30	84	8	52	0.618	0.913	0.382	0.087	0.737	0.751	0.583
LRRmean	10000	Raw	GSA	OEE	340000	35	102	88	56	0.646	0.537	0.354	0.463	0.586	0.589	0.415
LRRmean	10000	QCd	GSA	OEE	340000	35	83	8	50	0.624	0.912	0.376	0.088	0.741	0.754	0.589
LRRmean	10000	Raw	GSA	OEE	340000	40	101	88	54	0.652	0.534	0.348	0.466	0.587	0.59	0.416
LRRmean	10000	QCd	GSA	OEE	340000	40	82	8	48	0.631	0.911	0.369	0.089	0.745	0.758	0.594
LRRmean	10000	Raw	GSA	OEE	340000	45	96	87	49	0.662	0.525	0.338	0.475	0.585	0.589	0.414
LRRmean	10000	QCd	GSA	OEE	340000	45	77	8	43	0.642	0.906	0.358	0.094	0.751	0.762	0.602
LRRmean	10000	Raw	GSA	OEE	340000	50	91	86	47	0.659	0.514	0.341	0.486	0.578	0.582	0.406
LRRmean	10000	QCd	GSA	OEE	340000	50	72	8	41	0.637	0.9	0.363	0.1	0.746	0.757	0.595
LRRmean	10000	Raw	GSA	OEE	360000	10	101	96	61	0.623	0.513	0.377	0.487	0.563	0.565	0.391
LRRmean	10000	QCd	GSA	OEE	360000	10	81	12	45	0.643	0.871	0.357	0.129	0.74	0.748	0.587
LRRmean	10000	Raw	GSA	OEE	360000	15	101	93	59	0.631	0.521	0.369	0.479	0.571	0.573	0.399
LRRmean	10000	QCd	GSA	OEE	360000	15	81	10	43	0.653	0.89	0.347	0.11	0.753	0.763	0.604
LRRmean	10000	Raw	GSA	OEE	360000	20	101	92	57	0.639	0.523	0.361	0.477	0.575	0.578	0.404
LRRmean	10000	QCd	GSA	OEE	360000	20	81	10	43	0.653	0.89	0.347	0.11	0.753	0.763	0.604
LRRmean	10000	Raw	GSA	OEE	360000	25	99	88	55	0.643	0.529	0.357	0.471	0.581	0.583	0.409
LRRmean	10000	QCd	GSA	OEE	360000	25	80	8	41	0.661	0.909	0.339	0.091	0.766	0.775	0.62
LRRmean	10000	Raw	GSA	OEE	360000	30	97	80	46	0.678	0.548	0.322	0.452	0.606	0.61	0.435
LRRmean	10000	QCd	GSA	OEE	360000	30	79	7	41	0.658	0.919	0.342	0.081	0.767	0.778	0.622
LRRmean	10000	Raw	GSA	OEE	360000	35	96	80	45	0.681	0.545	0.319	0.455	0.606	0.609	0.434
LRRmean	10000	QCd	GSA	OEE	360000	35	78	7	40	0.661	0.918	0.339	0.082	0.768	0.779	0.624
LRRmean	10000	Raw	GSA	OEE	360000	40	95	80	44	0.683	0.543	0.317	0.457	0.605	0.609	0.434
LRRmean	10000	QCd	GSA	OEE	360000	40	77	7	39	0.664	0.917	0.336	0.083	0.77	0.78	0.626
LRRmean	10000	Raw	GSA	OEE	360000	45	91	78	41	0.689	0.538	0.311	0.462	0.605	0.609	0.433
LRRmean	10000	QCd	GSA	OEE	360000	45	73	6	36	0.67	0.924	0.33	0.076	0.777	0.787	0.635
LRRmean	10000	Raw	GSA	OEE	360000	50	87	77	39	0.69	0.53	0.31	0.47	0.6	0.605	0.429
LRRmean	10000	QCd	GSA	OEE	360000	50	69	6	34	0.67	0.92	0.33	0.08	0.775	0.785	0.633
LRRmean	10000	Raw	GSA	OEE	380000	10	94	20	50	0.653	0.825	0.347	0.175	0.729	0.734	0.573
LRRmean	10000	QCd	GSA	OEE	380000	10	74	12	39	0.655	0.86	0.345	0.14	0.744	0.751	0.592
LRRmean	10000	Raw	GSA	OEE	380000	15	94	18	49	0.657	0.839	0.343	0.161	0.737	0.743	0.584
LRRmean	10000	QCd	GSA	OEE	380000	15	74	11	38	0.661	0.871	0.339	0.129	0.751	0.758	0.602
LRRmean	10000	Raw	GSA	OEE	380000	20	94	17	47	0.667	0.847	0.333	0.153	0.746	0.751	0.595
LRRmean	10000	QCd	GSA	OEE	380000	20	74	11	38	0.661	0.871	0.339	0.129	0.751	0.758	0.602
LRRmean	10000	Raw	GSA	OEE	380000	25	92	13	45	0.672	0.876	0.328	0.124	0.76	0.767	0.613
LRRmean	10000	QCd	GSA	OEE	380000	25	73	9	36	0.67	0.89	0.33	0.11	0.764	0.772	0.619
LRRmean	10000	Raw	GSA	OEE	380000	30	91	8	38	0.705	0.919	0.295	0.081	0.798	0.805	0.664
LRRmean	10000	QCd	GSA	OEE	380000	30	73	7	35	0.676	0.912	0.324	0.088	0.777	0.785	0.635
LRRmean	10000	Raw	GSA	OEE	380000	35	90	8	38	0.703	0.918	0.297	0.082	0.796	0.804	0.662
LRRmean	10000	QCd	GSA	OEE	380000	35	72	7	35	0.673	0.911	0.327	0.089	0.774	0.783	0.632
LRRmean	10000	Raw	GSA	OEE	380000	40	89	8	38	0.701	0.918	0.299	0.082	0.795	0.802	0.659
LRRmean	10000	QCd	GSA	OEE	380000	40	71	7	35	0.67	0.91	0.33	0.09	0.772	0.781	0.628
LRRmean	10000	Raw	GSA	OEE	380000	45	85	7	35	0.708	0.924	0.292	0.076	0.802	0.809	0.669
LRRmean	10000	QCd	GSA	OEE	380000	45	67	6	32	0.677	0.918	0.323	0.082	0.779	0.788	0.638
LRRmean	10000	Raw	GSA	OEE	380000	50	84	7	34	0.712	0.923	0.288	0.077	0.804	0.811	0.672
LRRmean	10000	QCd	GSA	OEE	380000	50	66	6	31	0.68	0.917	0.32	0.083	0.781	0.79	0.641
LRRmean	10000	Raw	GSA	OEE	400000	10	86	19	40	0.683	0.819	0.317	0.181	0.745	0.748	0.593
LRRmean	10000	QCd	GSA	OEE	400000	10	66	11	32	0.673	0.857	0.327	0.143	0.754	0.76	0.606
LRRmean	10000	Raw	GSA	OEE	400000	15	86	17	39	0.688	0.835	0.312	0.165	0.754	0.758	0.606
LRRmean	10000	QCd	GSA	OEE	400000	15	66	10	31	0.68	0.868	0.32	0.132	0.763	0.769	0.617
LRRmean	10000	Raw	GSA	OEE	400000	20	86	16	38	0.694	0.843	0.306	0.157	0.761	0.765	0.614
LRRmean	10000	QCd	GSA	OEE	400000	20	66	10	31	0.68	0.868	0.32	0.132	0.763	0.769	0.617
LRRmean	10000	Raw	GSA	OEE	400000	25	84	12	36	0.7	0.875	0.3	0.125	0.778	0.783	0.636
LRRmean	10000	QCd	GSA	OEE	400000	25	65	8	29	0.691	0.89	0.309	0.11	0.778	0.785	0.637
LRRmean	10000	Raw	GSA	OEE	400000	30	83	8	30	0.735	0.912	0.265	0.088	0.814	0.818	0.686
LRRmean	10000	QCd	GSA	OEE	400000	30	65	7	29	0.691	0.903	0.309	0.097	0.783	0.79	0.644
LRRmean	10000	Raw	GSA	OEE	400000	35	82	8	30	0.732	0.911	0.268	0.089	0.812	0.817	0.683
LRRmean	10000	QCd	GSA	OEE	400000	35	64	7	29	0.688	0.901	0.312	0.099	0.78	0.788	0.64
LRRmean	10000	Raw	GSA	OEE	400000	40	81	8	30	0.73	0.91	0.27	0.09	0.81	0.815	0.681
LRRmean	10000	QCd	GSA	OEE	400000	40	63	7	29	0.685	0.9	0.315	0.1	0.778	0.785	0.636
LRRmean	10000	Raw	GSA	OEE	400000	45	77	7	27	0.74	0.917	0.26	0.083	0.819	0.824	0.694
LRRmean	10000	QCd	GSA	OEE	400000	45	59	6	26	0.694	0.908	0.306	0.092	0.787	0.794	0.648
LRRmean	10000	Raw	GSA	OEE	400000	50	77	7	26	0.748	0.917	0.252	0.083	0.824	0.828	0.7
LRRmean	10000	QCd	GSA	OEE	400000	50	59	6	25	0.702	0.908	0.298	0.092	0.792	0.798	0.656
LRRmean	10000	Raw	GSA	OEE	420000	10	70	16	32	0.686	0.814	0.314	0.186	0.745	0.747	0.593
LRRmean	10000	QCd	GSA	OEE	420000	10	52	7	27	0.658	0.881	0.342	0.119	0.754	0.762	0.605
LRRmean	10000	Raw	GSA	OEE	420000	15	70	15	32	0.686	0.824	0.314	0.176	0.749	0.752	0.598
LRRmean	10000	QCd	GSA	OEE	420000	15	52	7	27	0.658	0.881	0.342	0.119	0.754	0.762	0.605
LRRmean	10000	Raw	GSA	OEE	420000	20	70	14	31	0.693	0.833	0.307	0.167	0.757	0.76	0.609
LRRmean	10000	QCd	GSA	OEE	420000	20	52	7	26	0.667	0.881	0.333	0.119	0.759	0.767	0.612
LRRmean	10000	Raw	GSA	OEE	420000	25	68	11	30	0.694	0.861	0.306	0.139	0.768	0.773	0.624
LRRmean	10000	QCd	GSA	OEE	420000	25	51	6	25	0.671	0.895	0.329	0.105	0.767	0.775	0.622
LRRmean	10000	Raw	GSA	OEE	420000	30	68	7	25	0.731	0.907	0.269	0.093	0.81	0.814	0.68
LRRmean	10000	QCd	GSA	OEE	420000	30	51	5	25	0.671	0.911	0.329	0.089	0.773	0.782	0.63
LRRmean	10000	Raw	GSA	OEE	420000	35	67	7	25	0.728	0.905	0.272	0.095	0.807	0.812	0.677
LRRmean	10000	QCd	GSA	OEE	420000	35	50	5	25	0.667	0.909	0.333	0.091	0.769	0.778	0.625
LRRmean	10000	Raw	GSA	OEE	420000	40	67	7	24	0.736	0.905	0.264	0.095	0.812	0.816	0.684
LRRmean	10000	QCd	GSA	OEE	420000	40	50	5	24	0.676	0.909	0.324	0.091	0.775	0.784	0.633
LRRmean	10000	Raw	GSA	OEE	420000	45	63	6	21	0.75	0.913	0.25	0.087	0.824	0.828	0.7
LRRmean	10000	QCd	GSA	OEE	420000	45	46	4	21	0.687	0.92	0.313	0.08	0.786	0.795	0.648
LRRmean	10000	Raw	GSA	OEE	420000	50	63	6	20	0.759	0.913	0.241	0.087	0.829	0.832	0.708
LRRmean	10000	QCd	GSA	OEE	420000	50	46	4	20	0.697	0.92	0.303	0.08	0.793	0.801	0.657
LRRmean	10000	Raw	GSA	OEE	440000	10	66	11	27	0.71	0.857	0.29	0.143	0.776	0.78	0.635
LRRmean	10000	QCd	GSA	OEE	440000	10	48	3	23	0.676	0.941	0.324	0.059	0.787	0.798	0.649
LRRmean	10000	Raw	GSA	OEE	440000	15	66	10	27	0.71	0.868	0.29	0.132	0.781	0.785	0.641
LRRmean	10000	QCd	GSA	OEE	440000	15	48	3	23	0.676	0.941	0.324	0.059	0.787	0.798	0.649
LRRmean	10000	Raw	GSA	OEE	440000	20	66	9	26	0.717	0.88	0.283	0.12	0.79	0.795	0.653
LRRmean	10000	QCd	GSA	OEE	440000	20	48	3	22	0.686	0.941	0.314	0.059	0.793	0.803	0.658
LRRmean	10000	Raw	GSA	OEE	440000	25	65	6	25	0.722	0.915	0.278	0.085	0.807	0.813	0.677
LRRmean	10000	QCd	GSA	OEE	440000	25	48	2	21	0.696	0.96	0.304	0.04	0.807	0.817	0.676
LRRmean	10000	Raw	GSA	OEE	440000	30	65	3	20	0.765	0.956	0.235	0.044	0.85	0.855	0.739
LRRmean	10000	QCd	GSA	OEE	440000	30	48	2	21	0.696	0.96	0.304	0.04	0.807	0.817	0.676
LRRmean	10000	Raw	GSA	OEE	440000	35	64	3	20	0.762	0.955	0.238	0.045	0.848	0.853	0.736
LRRmean	10000	QCd	GSA	OEE	440000	35	47	2	21	0.691	0.959	0.309	0.041	0.803	0.814	0.671
LRRmean	10000	Raw	GSA	OEE	440000	40	64	3	19	0.771	0.955	0.229	0.045	0.853	0.858	0.744
LRRmean	10000	QCd	GSA	OEE	440000	40	47	2	20	0.701	0.959	0.299	0.041	0.81	0.82	0.681
LRRmean	10000	Raw	GSA	OEE	440000	45	61	2	16	0.792	0.968	0.208	0.032	0.871	0.876	0.772
LRRmean	10000	QCd	GSA	OEE	440000	45	44	1	17	0.721	0.978	0.279	0.022	0.83	0.84	0.71
LRRmean	10000	Raw	GSA	OEE	440000	50	61	2	16	0.792	0.968	0.208	0.032	0.871	0.876	0.772
LRRmean	10000	QCd	GSA	OEE	440000	50	44	1	17	0.721	0.978	0.279	0.022	0.83	0.84	0.71
LRRmean	10000	Raw	GSA	OEE	460000	10	59	11	24	0.711	0.843	0.289	0.157	0.771	0.774	0.628
LRRmean	10000	QCd	GSA	OEE	460000	10	42	3	20	0.677	0.933	0.323	0.067	0.785	0.795	0.646
LRRmean	10000	Raw	GSA	OEE	460000	15	59	10	24	0.711	0.855	0.289	0.145	0.776	0.78	0.634
LRRmean	10000	QCd	GSA	OEE	460000	15	42	3	20	0.677	0.933	0.323	0.067	0.785	0.795	0.646
LRRmean	10000	Raw	GSA	OEE	460000	20	59	9	23	0.72	0.868	0.28	0.132	0.787	0.79	0.648
LRRmean	10000	QCd	GSA	OEE	460000	20	42	3	19	0.689	0.933	0.311	0.067	0.792	0.802	0.656
LRRmean	10000	Raw	GSA	OEE	460000	25	58	7	23	0.716	0.892	0.284	0.108	0.795	0.799	0.659
LRRmean	10000	QCd	GSA	OEE	460000	25	42	3	19	0.689	0.933	0.311	0.067	0.792	0.802	0.656
LRRmean	10000	Raw	GSA	OEE	460000	30	58	4	18	0.763	0.935	0.237	0.065	0.841	0.845	0.725
LRRmean	10000	QCd	GSA	OEE	460000	30	42	3	19	0.689	0.933	0.311	0.067	0.792	0.802	0.656
LRRmean	10000	Raw	GSA	OEE	460000	35	58	3	16	0.784	0.951	0.216	0.049	0.859	0.863	0.753
LRRmean	10000	QCd	GSA	OEE	460000	35	42	2	17	0.712	0.955	0.288	0.045	0.816	0.824	0.689
LRRmean	10000	Raw	GSA	OEE	460000	40	58	3	15	0.795	0.951	0.205	0.049	0.866	0.869	0.763
LRRmean	10000	QCd	GSA	OEE	460000	40	42	2	16	0.724	0.955	0.276	0.045	0.824	0.831	0.7
LRRmean	10000	Raw	GSA	OEE	460000	45	55	2	13	0.809	0.965	0.191	0.035	0.88	0.883	0.786
LRRmean	10000	QCd	GSA	OEE	460000	45	39	1	14	0.736	0.975	0.264	0.025	0.839	0.847	0.722
LRRmean	10000	Raw	GSA	OEE	460000	50	55	2	13	0.809	0.965	0.191	0.035	0.88	0.883	0.786
LRRmean	10000	QCd	GSA	OEE	460000	50	39	1	14	0.736	0.975	0.264	0.025	0.839	0.847	0.722
LRRmean	10000	Raw	GSA	OEE	480000	10	53	10	23	0.697	0.841	0.303	0.159	0.763	0.766	0.616
LRRmean	10000	QCd	GSA	OEE	480000	10	39	3	19	0.672	0.929	0.328	0.071	0.78	0.79	0.639
LRRmean	10000	Raw	GSA	OEE	480000	15	53	9	23	0.697	0.855	0.303	0.145	0.768	0.772	0.624
LRRmean	10000	QCd	GSA	OEE	480000	15	39	3	19	0.672	0.929	0.328	0.071	0.78	0.79	0.639
LRRmean	10000	Raw	GSA	OEE	480000	20	53	8	22	0.707	0.869	0.293	0.131	0.779	0.784	0.639
LRRmean	10000	QCd	GSA	OEE	480000	20	39	3	18	0.684	0.929	0.316	0.071	0.788	0.797	0.65
LRRmean	10000	Raw	GSA	OEE	480000	25	52	7	22	0.703	0.881	0.297	0.119	0.782	0.787	0.642
LRRmean	10000	QCd	GSA	OEE	480000	25	39	3	18	0.684	0.929	0.316	0.071	0.788	0.797	0.65
LRRmean	10000	Raw	GSA	OEE	480000	30	52	4	17	0.754	0.929	0.246	0.071	0.832	0.837	0.712
LRRmean	10000	QCd	GSA	OEE	480000	30	39	3	18	0.684	0.929	0.316	0.071	0.788	0.797	0.65
LRRmean	10000	Raw	GSA	OEE	480000	35	52	3	15	0.776	0.945	0.224	0.055	0.852	0.857	0.743
LRRmean	10000	QCd	GSA	OEE	480000	35	39	2	16	0.709	0.951	0.291	0.049	0.812	0.821	0.684
LRRmean	10000	Raw	GSA	OEE	480000	40	52	3	14	0.788	0.945	0.212	0.055	0.86	0.863	0.754
LRRmean	10000	QCd	GSA	OEE	480000	40	39	2	15	0.722	0.951	0.278	0.049	0.821	0.829	0.696
LRRmean	10000	Raw	GSA	OEE	480000	45	49	2	12	0.803	0.961	0.197	0.039	0.875	0.879	0.778
LRRmean	10000	QCd	GSA	OEE	480000	45	36	1	13	0.735	0.973	0.265	0.027	0.837	0.845	0.72
LRRmean	10000	Raw	GSA	OEE	480000	50	49	2	12	0.803	0.961	0.197	0.039	0.875	0.879	0.778
LRRmean	10000	QCd	GSA	OEE	480000	50	36	1	13	0.735	0.973	0.265	0.027	0.837	0.845	0.72
LRRmean	10000	Raw	GSA	OEE	500000	10	49	9	19	0.721	0.845	0.279	0.155	0.778	0.78	0.636
LRRmean	10000	QCd	GSA	OEE	500000	10	36	2	14	0.72	0.947	0.28	0.053	0.818	0.826	0.692
LRRmean	10000	Raw	GSA	OEE	500000	15	49	8	19	0.721	0.86	0.279	0.14	0.784	0.787	0.645
