Method	MaxD	QC	CNV_Type	CNV_Size	TP	FP	FN	Sensitivity	PPV	FNR	FDR	F1	FMI	JI
LRRmean	100000	Raw	Duplications	Very Large	125	0	9	0.933	1	0.067	0	0.965	0.966	0.933
LRRmean	100000	Raw	Duplications	Ultra Large	3	0	0	1	1	0	0	1	1	1
LRRmean	100000	QCd	All	All	28293	2166	194942	0.127	0.929	0.873	0.071	0.223	0.343	0.126
LRRmean	100000	QCd	All	Small	19792	2082	192169	0.093	0.905	0.907	0.095	0.169	0.291	0.092
LRRmean	100000	QCd	All	Medium	7946	84	2710	0.746	0.99	0.254	0.01	0.85	0.859	0.74
LRRmean	100000	QCd	All	Large	421	0	35	0.923	1	0.077	0	0.96	0.961	0.923
LRRmean	100000	QCd	All	Very Large	125	0	28	0.817	1	0.183	0	0.899	0.904	0.817
LRRmean	100000	QCd	All	Ultra Large	9	0	0	1	1	0	0	1	1	1
LRRmean	100000	QCd	Deletions	All	15448	914	150263	0.093	0.944	0.907	0.056	0.17	0.297	0.093
LRRmean	100000	QCd	Deletions	Small	11741	884	148951	0.073	0.93	0.927	0.07	0.135	0.261	0.073
LRRmean	100000	QCd	Deletions	Medium	3546	30	1307	0.731	0.992	0.269	0.008	0.841	0.851	0.726
LRRmean	100000	QCd	Deletions	Large	109	0	5	0.956	1	0.044	0	0.978	0.978	0.956
LRRmean	100000	QCd	Deletions	Very Large	46	0	0	1	1	0	0	1	1	1
LRRmean	100000	QCd	Deletions	Ultra Large	6	0	0	1	1	0	0	1	1	1
LRRmean	100000	QCd	Duplications	All	12845	1252	44679	0.223	0.911	0.777	0.089	0.359	0.451	0.219
LRRmean	100000	QCd	Duplications	Small	8051	1198	43218	0.157	0.87	0.843	0.13	0.266	0.37	0.153
LRRmean	100000	QCd	Duplications	Medium	4400	54	1403	0.758	0.988	0.242	0.012	0.858	0.865	0.751
LRRmean	100000	QCd	Duplications	Large	312	0	30	0.912	1	0.088	0	0.954	0.955	0.912
LRRmean	100000	QCd	Duplications	Very Large	79	0	28	0.738	1	0.262	0	0.849	0.859	0.738
LRRmean	100000	QCd	Duplications	Ultra Large	3	0	0	1	1	0	0	1	1	1
LRRmean	500000	Raw	All	All	106595	16476	90453	0.541	0.866	0.459	0.134	0.666	0.684	0.499
LRRmean	500000	Raw	All	Small	94889	15660	88847	0.516	0.858	0.484	0.142	0.645	0.666	0.476
LRRmean	500000	Raw	All	Medium	11039	813	1596	0.874	0.931	0.126	0.069	0.902	0.902	0.821
LRRmean	500000	Raw	All	Large	484	2	8	0.984	0.996	0.016	0.004	0.99	0.99	0.98
LRRmean	500000	Raw	All	Very Large	166	1	2	0.988	0.994	0.012	0.006	0.991	0.991	0.982
LRRmean	500000	Raw	All	Ultra Large	17	0	0	1	1	0	0	1	1	1
LRRmean	500000	Raw	Deletions	All	79560	10035	60055	0.57	0.888	0.43	0.112	0.694	0.711	0.532
LRRmean	500000	Raw	Deletions	Small	74588	9632	59244	0.557	0.886	0.443	0.114	0.684	0.703	0.52
LRRmean	500000	Raw	Deletions	Medium	4800	403	810	0.856	0.923	0.144	0.077	0.888	0.888	0.798
LRRmean	500000	Raw	Deletions	Large	116	0	1	0.991	1	0.009	0	0.996	0.996	0.991
LRRmean	500000	Raw	Deletions	Very Large	46	0	0	1	1	0	0	1	1	1
LRRmean	500000	Raw	Deletions	Ultra Large	10	0	0	1	1	0	0	1	1	1
LRRmean	500000	Raw	Duplications	All	27035	6441	30398	0.471	0.808	0.529	0.192	0.595	0.617	0.423
LRRmean	500000	Raw	Duplications	Small	20301	6028	29603	0.407	0.771	0.593	0.229	0.533	0.56	0.363
LRRmean	500000	Raw	Duplications	Medium	6239	410	786	0.888	0.938	0.112	0.062	0.913	0.913	0.839
LRRmean	500000	Raw	Duplications	Large	368	2	7	0.981	0.995	0.019	0.005	0.988	0.988	0.976
LRRmean	500000	Raw	Duplications	Very Large	120	1	2	0.984	0.992	0.016	0.008	0.988	0.988	0.976
LRRmean	500000	Raw	Duplications	Ultra Large	7	0	0	1	1	0	0	1	1	1
LRRmean	500000	QCd	All	All	32043	3702	186200	0.147	0.896	0.853	0.104	0.252	0.363	0.144
LRRmean	500000	QCd	All	Small	22733	3132	183375	0.11	0.879	0.89	0.121	0.196	0.311	0.109
LRRmean	500000	QCd	All	Medium	8747	568	2759	0.76	0.939	0.24	0.061	0.84	0.845	0.724
LRRmean	500000	QCd	All	Large	424	2	42	0.91	0.995	0.09	0.005	0.951	0.952	0.906
LRRmean	500000	QCd	All	Very Large	124	0	24	0.838	1	0.162	0	0.912	0.915	0.838
LRRmean	500000	QCd	All	Ultra Large	15	0	0	1	1	0	0	1	1	1
LRRmean	500000	QCd	Deletions	All	18946	2037	141736	0.118	0.903	0.882	0.097	0.209	0.326	0.116
LRRmean	500000	QCd	Deletions	Small	14820	1724	140429	0.095	0.896	0.905	0.104	0.173	0.292	0.094
LRRmean	500000	QCd	Deletions	Medium	3970	313	1300	0.753	0.927	0.247	0.073	0.831	0.836	0.711
LRRmean	500000	QCd	Deletions	Large	102	0	7	0.936	1	0.064	0	0.967	0.967	0.936
LRRmean	500000	QCd	Deletions	Very Large	44	0	0	1	1	0	0	1	1	1
LRRmean	500000	QCd	Deletions	Ultra Large	10	0	0	1	1	0	0	1	1	1
LRRmean	500000	QCd	Duplications	All	13097	1665	44464	0.228	0.887	0.772	0.113	0.362	0.449	0.221
LRRmean	500000	QCd	Duplications	Small	7913	1408	42946	0.156	0.849	0.844	0.151	0.263	0.363	0.151
LRRmean	500000	QCd	Duplications	Medium	4777	255	1459	0.766	0.949	0.234	0.051	0.848	0.853	0.736
LRRmean	500000	QCd	Duplications	Large	322	2	35	0.902	0.994	0.098	0.006	0.946	0.947	0.897
LRRmean	500000	QCd	Duplications	Very Large	80	0	24	0.769	1	0.231	0	0.87	0.877	0.769
LRRmean	500000	QCd	Duplications	Ultra Large	5	0	0	1	1	0	0	1	1	1
LRRmean	1000000	Raw	All	All	120075	16941	80163	0.6	0.876	0.4	0.124	0.712	0.725	0.553
LRRmean	1000000	Raw	All	Small	107045	16455	78608	0.577	0.867	0.423	0.133	0.693	0.707	0.53
LRRmean	1000000	Raw	All	Medium	12356	484	1544	0.889	0.962	0.111	0.038	0.924	0.925	0.859
LRRmean	1000000	Raw	All	Large	479	2	9	0.982	0.996	0.018	0.004	0.989	0.989	0.978
LRRmean	1000000	Raw	All	Very Large	178	0	2	0.989	1	0.011	0	0.994	0.994	0.989
LRRmean	1000000	Raw	All	Ultra Large	17	0	0	1	1	0	0	1	1	1
LRRmean	1000000	Raw	Deletions	All	92924	10385	49985	0.65	0.899	0.35	0.101	0.755	0.765	0.606
LRRmean	1000000	Raw	Deletions	Small	86832	10201	49251	0.638	0.895	0.362	0.105	0.745	0.756	0.594
LRRmean	1000000	Raw	Deletions	Medium	5911	184	732	0.89	0.97	0.11	0.03	0.928	0.929	0.866
LRRmean	1000000	Raw	Deletions	Large	121	0	2	0.984	1	0.016	0	0.992	0.992	0.984
LRRmean	1000000	Raw	Deletions	Very Large	50	0	0	1	1	0	0	1	1	1
LRRmean	1000000	Raw	Deletions	Ultra Large	10	0	0	1	1	0	0	1	1	1
LRRmean	1000000	Raw	Duplications	All	27151	6556	30178	0.474	0.806	0.526	0.194	0.596	0.618	0.425
LRRmean	1000000	Raw	Duplications	Small	20213	6254	29357	0.408	0.764	0.592	0.236	0.532	0.558	0.362
LRRmean	1000000	Raw	Duplications	Medium	6445	300	812	0.888	0.956	0.112	0.044	0.921	0.921	0.853
LRRmean	1000000	Raw	Duplications	Large	358	2	7	0.981	0.994	0.019	0.006	0.988	0.988	0.975
LRRmean	1000000	Raw	Duplications	Very Large	128	0	2	0.985	1	0.015	0	0.992	0.992	0.985
LRRmean	1000000	Raw	Duplications	Ultra Large	7	0	0	1	1	0	0	1	1	1
LRRmean	1000000	QCd	All	All	32264	3189	186597	0.147	0.91	0.853	0.09	0.254	0.366	0.145
LRRmean	1000000	QCd	All	Small	21835	2902	183880	0.106	0.883	0.894	0.117	0.189	0.306	0.105
LRRmean	1000000	QCd	All	Medium	9865	285	2653	0.788	0.972	0.212	0.028	0.87	0.875	0.771
LRRmean	1000000	QCd	All	Large	420	2	35	0.923	0.995	0.077	0.005	0.958	0.958	0.919
LRRmean	1000000	QCd	All	Very Large	130	0	29	0.818	1	0.182	0	0.9	0.904	0.818
LRRmean	1000000	QCd	All	Ultra Large	14	0	0	1	1	0	0	1	1	1
LRRmean	1000000	QCd	Deletions	All	19433	1458	141605	0.121	0.93	0.879	0.07	0.214	0.335	0.12
LRRmean	1000000	QCd	Deletions	Small	14387	1341	140437	0.093	0.915	0.907	0.085	0.169	0.292	0.092
LRRmean	1000000	QCd	Deletions	Medium	4880	117	1163	0.808	0.977	0.192	0.023	0.884	0.888	0.792
LRRmean	1000000	QCd	Deletions	Large	109	0	5	0.956	1	0.044	0	0.978	0.978	0.956
LRRmean	1000000	QCd	Deletions	Very Large	48	0	0	1	1	0	0	1	1	1
LRRmean	1000000	QCd	Deletions	Ultra Large	9	0	0	1	1	0	0	1	1	1
LRRmean	1000000	QCd	Duplications	All	12831	1731	44992	0.222	0.881	0.778	0.119	0.355	0.442	0.215
LRRmean	1000000	QCd	Duplications	Small	7448	1561	43443	0.146	0.827	0.854	0.173	0.249	0.348	0.142
LRRmean	1000000	QCd	Duplications	Medium	4985	168	1490	0.77	0.967	0.23	0.033	0.857	0.863	0.75
LRRmean	1000000	QCd	Duplications	Large	311	2	30	0.912	0.994	0.088	0.006	0.951	0.952	0.907
LRRmean	1000000	QCd	Duplications	Very Large	82	0	29	0.739	1	0.261	0	0.85	0.859	0.739
LRRmean	1000000	QCd	Duplications	Ultra Large	5	0	0	1	1	0	0	1	1	1
LRRmean	5000000	Raw	All	All	140060	21360	63372	0.688	0.868	0.312	0.132	0.768	0.773	0.623
LRRmean	5000000	Raw	All	Small	126783	20440	62395	0.67	0.861	0.33	0.139	0.754	0.76	0.605
LRRmean	5000000	Raw	All	Medium	12550	906	970	0.928	0.933	0.072	0.067	0.93	0.93	0.87
LRRmean	5000000	Raw	All	Large	533	14	7	0.987	0.974	0.013	0.026	0.981	0.981	0.962
LRRmean	5000000	Raw	All	Very Large	183	0	0	1	1	0	0	1	1	1
LRRmean	5000000	Raw	All	Ultra Large	11	0	0	1	1	0	0	1	1	1
LRRmean	5000000	Raw	Deletions	All	112008	13875	34289	0.766	0.89	0.234	0.11	0.823	0.825	0.699
LRRmean	5000000	Raw	Deletions	Small	106014	13490	34105	0.757	0.887	0.243	0.113	0.817	0.819	0.69
LRRmean	5000000	Raw	Deletions	Medium	5792	381	182	0.97	0.938	0.03	0.062	0.954	0.954	0.911
LRRmean	5000000	Raw	Deletions	Large	145	4	2	0.986	0.973	0.014	0.027	0.98	0.98	0.96
LRRmean	5000000	Raw	Deletions	Very Large	49	0	0	1	1	0	0	1	1	1
LRRmean	5000000	Raw	Deletions	Ultra Large	8	0	0	1	1	0	0	1	1	1
LRRmean	5000000	Raw	Duplications	All	28052	7485	29083	0.491	0.789	0.509	0.211	0.605	0.623	0.434
LRRmean	5000000	Raw	Duplications	Small	20769	6950	28290	0.423	0.749	0.577	0.251	0.541	0.563	0.371
LRRmean	5000000	Raw	Duplications	Medium	6758	525	788	0.896	0.928	0.104	0.072	0.911	0.912	0.837
LRRmean	5000000	Raw	Duplications	Large	388	10	5	0.987	0.975	0.013	0.025	0.981	0.981	0.963
LRRmean	5000000	Raw	Duplications	Very Large	134	0	0	1	1	0	0	1	1	1
LRRmean	5000000	Raw	Duplications	Ultra Large	3	0	0	1	1	0	0	1	1	1
LRRmean	5000000	QCd	All	All	36059	4139	177808	0.169	0.897	0.831	0.103	0.284	0.389	0.165
LRRmean	5000000	QCd	All	Small	25418	3683	175676	0.126	0.873	0.874	0.127	0.221	0.332	0.124
LRRmean	5000000	QCd	All	Medium	10030	444	2059	0.83	0.958	0.17	0.042	0.889	0.891	0.8
LRRmean	5000000	QCd	All	Large	472	12	49	0.906	0.975	0.094	0.025	0.939	0.94	0.886
LRRmean	5000000	QCd	All	Very Large	128	0	24	0.842	1	0.158	0	0.914	0.918	0.842
LRRmean	5000000	QCd	All	Ultra Large	11	0	0	1	1	0	0	1	1	1
LRRmean	5000000	QCd	Deletions	All	22222	1996	135158	0.141	0.918	0.859	0.082	0.245	0.36	0.139
LRRmean	5000000	QCd	Deletions	Small	17058	1838	134532	0.113	0.903	0.887	0.097	0.2	0.319	0.111
LRRmean	5000000	QCd	Deletions	Medium	4977	154	612	0.89	0.97	0.11	0.03	0.929	0.929	0.867
LRRmean	5000000	QCd	Deletions	Large	133	4	14	0.905	0.971	0.095	0.029	0.937	0.937	0.881
LRRmean	5000000	QCd	Deletions	Very Large	46	0	0	1	1	0	0	1	1	1
LRRmean	5000000	QCd	Deletions	Ultra Large	8	0	0	1	1	0	0	1	1	1
LRRmean	5000000	QCd	Duplications	All	13837	2143	42650	0.245	0.866	0.755	0.134	0.382	0.461	0.236
LRRmean	5000000	QCd	Duplications	Small	8360	1845	41144	0.169	0.819	0.831	0.181	0.28	0.372	0.163
LRRmean	5000000	QCd	Duplications	Medium	5053	290	1447	0.777	0.946	0.223	0.054	0.853	0.857	0.744
LRRmean	5000000	QCd	Duplications	Large	339	8	35	0.906	0.977	0.094	0.023	0.94	0.941	0.887
LRRmean	5000000	QCd	Duplications	Very Large	82	0	24	0.774	1	0.226	0	0.872	0.88	0.774
LRRmean	5000000	QCd	Duplications	Ultra Large	3	0	0	1	1	0	0	1	1	1
LRRsd	10	Raw	All	All	21152	3480	229151	0.085	0.859	0.915	0.141	0.154	0.269	0.083
LRRsd	10	Raw	All	Small	16302	3387	222861	0.068	0.828	0.932	0.172	0.126	0.238	0.067
LRRsd	10	Raw	All	Medium	4409	92	6155	0.417	0.98	0.583	0.02	0.585	0.639	0.414
LRRsd	10	Raw	All	Large	297	1	105	0.739	0.997	0.261	0.003	0.849	0.858	0.737
LRRsd	10	Raw	All	Very Large	132	0	28	0.825	1	0.175	0	0.904	0.908	0.825
LRRsd	10	Raw	All	Ultra Large	12	0	2	0.857	1	0.143	0	0.923	0.926	0.857
LRRsd	10	Raw	Deletions	All	11256	1616	173875	0.061	0.874	0.939	0.126	0.114	0.231	0.06
LRRsd	10	Raw	Deletions	Small	9462	1596	170921	0.052	0.856	0.948	0.144	0.099	0.212	0.052
LRRsd	10	Raw	Deletions	Medium	1692	20	2914	0.367	0.988	0.633	0.012	0.536	0.603	0.366
LRRsd	10	Raw	Deletions	Large	46	0	38	0.548	1	0.452	0	0.708	0.74	0.548
LRRsd	10	Raw	Deletions	Very Large	47	0	1	0.979	1	0.021	0	0.989	0.99	0.979
LRRsd	10	Raw	Deletions	Ultra Large	9	0	1	0.9	1	0.1	0	0.947	0.949	0.9
LRRsd	10	Raw	Duplications	All	9896	1864	55276	0.152	0.841	0.848	0.159	0.257	0.357	0.148
LRRsd	10	Raw	Duplications	Small	6840	1791	51940	0.116	0.792	0.884	0.208	0.203	0.304	0.113
LRRsd	10	Raw	Duplications	Medium	2717	72	3241	0.456	0.974	0.544	0.026	0.621	0.667	0.451
LRRsd	10	Raw	Duplications	Large	251	1	67	0.789	0.996	0.211	0.004	0.881	0.887	0.787
LRRsd	10	Raw	Duplications	Very Large	85	0	27	0.759	1	0.241	0	0.863	0.871	0.759
LRRsd	10	Raw	Duplications	Ultra Large	3	0	1	0.75	1	0.25	0	0.857	0.866	0.75
LRRsd	10	QCd	All	All	12633	1219	236246	0.051	0.912	0.949	0.088	0.096	0.215	0.051
LRRsd	10	QCd	All	Small	8305	1178	229663	0.035	0.876	0.965	0.124	0.067	0.175	0.035
LRRsd	10	QCd	All	Medium	3936	40	6418	0.38	0.99	0.62	0.01	0.549	0.613	0.379
LRRsd	10	QCd	All	Large	261	1	125	0.676	0.996	0.324	0.004	0.806	0.821	0.674
LRRsd	10	QCd	All	Very Large	119	0	38	0.758	1	0.242	0	0.862	0.871	0.758
LRRsd	10	QCd	All	Ultra Large	12	0	2	0.857	1	0.143	0	0.923	0.926	0.857
LRRsd	10	QCd	Deletions	All	6293	648	178136	0.034	0.907	0.966	0.093	0.066	0.176	0.034
LRRsd	10	QCd	Deletions	Small	4583	637	175189	0.025	0.878	0.975	0.122	0.05	0.15	0.025
LRRsd	10	QCd	Deletions	Medium	1615	11	2907	0.357	0.993	0.643	0.007	0.525	0.596	0.356
LRRsd	10	QCd	Deletions	Large	42	0	38	0.525	1	0.475	0	0.689	0.725	0.525
LRRsd	10	QCd	Deletions	Very Large	44	0	1	0.978	1	0.022	0	0.989	0.989	0.978
LRRsd	10	QCd	Deletions	Ultra Large	9	0	1	0.9	1	0.1	0	0.947	0.949	0.9
LRRsd	10	QCd	Duplications	All	6340	571	58110	0.098	0.917	0.902	0.083	0.178	0.3	0.098
LRRsd	10	QCd	Duplications	Small	3722	541	54474	0.064	0.873	0.936	0.127	0.119	0.236	0.063
LRRsd	10	QCd	Duplications	Medium	2321	29	3511	0.398	0.988	0.602	0.012	0.567	0.627	0.396
LRRsd	10	QCd	Duplications	Large	219	1	87	0.716	0.995	0.284	0.005	0.833	0.844	0.713
LRRsd	10	QCd	Duplications	Very Large	75	0	37	0.67	1	0.33	0	0.802	0.818	0.67
LRRsd	10	QCd	Duplications	Ultra Large	3	0	1	0.75	1	0.25	0	0.857	0.866	0.75
LRRsd	50	Raw	All	All	25421	3691	219633	0.104	0.873	0.896	0.127	0.185	0.301	0.102
LRRsd	50	Raw	All	Small	19624	3574	214006	0.084	0.846	0.916	0.154	0.153	0.267	0.083
LRRsd	50	Raw	All	Medium	5348	116	5502	0.493	0.979	0.507	0.021	0.656	0.695	0.488
LRRsd	50	Raw	All	Large	304	1	99	0.754	0.997	0.246	0.003	0.859	0.867	0.752
LRRsd	50	Raw	All	Very Large	132	0	24	0.846	1	0.154	0	0.917	0.92	0.846
LRRsd	50	Raw	All	Ultra Large	13	0	2	0.867	1	0.133	0	0.929	0.931	0.867
LRRsd	50	Raw	Deletions	All	14307	1639	166138	0.079	0.897	0.921	0.103	0.146	0.267	0.079
LRRsd	50	Raw	Deletions	Small	11846	1592	163489	0.068	0.882	0.932	0.118	0.126	0.244	0.067
LRRsd	50	Raw	Deletions	Medium	2362	47	2610	0.475	0.98	0.525	0.02	0.64	0.682	0.471
LRRsd	50	Raw	Deletions	Large	44	0	37	0.543	1	0.457	0	0.704	0.737	0.543
LRRsd	50	Raw	Deletions	Very Large	46	0	1	0.979	1	0.021	0	0.989	0.989	0.979
LRRsd	50	Raw	Deletions	Ultra Large	9	0	1	0.9	1	0.1	0	0.947	0.949	0.9
LRRsd	50	Raw	Duplications	All	11114	2052	53495	0.172	0.844	0.828	0.156	0.286	0.381	0.167
LRRsd	50	Raw	Duplications	Small	7778	1982	50517	0.133	0.797	0.867	0.203	0.229	0.326	0.129
LRRsd	50	Raw	Duplications	Medium	2986	69	2892	0.508	0.977	0.492	0.023	0.669	0.705	0.502
LRRsd	50	Raw	Duplications	Large	260	1	62	0.807	0.996	0.193	0.004	0.892	0.897	0.805
LRRsd	50	Raw	Duplications	Very Large	86	0	23	0.789	1	0.211	0	0.882	0.888	0.789
LRRsd	50	Raw	Duplications	Ultra Large	4	0	1	0.8	1	0.2	0	0.889	0.894	0.8
LRRsd	50	QCd	All	All	14309	1312	235398	0.057	0.916	0.943	0.084	0.108	0.229	0.057
LRRsd	50	QCd	All	Small	9057	1242	229289	0.038	0.879	0.962	0.121	0.073	0.183	0.038
LRRsd	50	QCd	All	Medium	4859	69	5948	0.45	0.986	0.55	0.014	0.618	0.666	0.447
LRRsd	50	QCd	All	Large	259	1	125	0.674	0.996	0.326	0.004	0.804	0.82	0.673
LRRsd	50	QCd	All	Very Large	121	0	34	0.781	1	0.219	0	0.877	0.884	0.781
LRRsd	50	QCd	All	Ultra Large	13	0	2	0.867	1	0.133	0	0.929	0.931	0.867
LRRsd	50	QCd	Deletions	All	7315	634	177658	0.04	0.92	0.96	0.08	0.076	0.191	0.039
LRRsd	50	QCd	Deletions	Small	4956	600	174933	0.028	0.892	0.972	0.108	0.053	0.157	0.027
LRRsd	50	QCd	Deletions	Medium	2266	34	2685	0.458	0.985	0.542	0.015	0.625	0.672	0.455
LRRsd	50	QCd	Deletions	Large	40	0	38	0.513	1	0.487	0	0.678	0.716	0.513
LRRsd	50	QCd	Deletions	Very Large	44	0	1	0.978	1	0.022	0	0.989	0.989	0.978
LRRsd	50	QCd	Deletions	Ultra Large	9	0	1	0.9	1	0.1	0	0.947	0.949	0.9
LRRsd	50	QCd	Duplications	All	6994	678	57740	0.108	0.912	0.892	0.088	0.193	0.314	0.107
LRRsd	50	QCd	Duplications	Small	4101	642	54356	0.07	0.865	0.93	0.135	0.13	0.246	0.069
LRRsd	50	QCd	Duplications	Medium	2593	35	3263	0.443	0.987	0.557	0.013	0.611	0.661	0.44
LRRsd	50	QCd	Duplications	Large	219	1	87	0.716	0.995	0.284	0.005	0.833	0.844	0.713
LRRsd	50	QCd	Duplications	Very Large	77	0	33	0.7	1	0.3	0	0.824	0.837	0.7
LRRsd	50	QCd	Duplications	Ultra Large	4	0	1	0.8	1	0.2	0	0.889	0.894	0.8
LRRsd	100	Raw	All	All	28425	4028	213225	0.118	0.876	0.882	0.124	0.207	0.321	0.116
LRRsd	100	Raw	All	Small	22325	3931	208061	0.097	0.85	0.903	0.15	0.174	0.287	0.095
LRRsd	100	Raw	All	Medium	5644	94	5045	0.528	0.984	0.472	0.016	0.687	0.721	0.523
LRRsd	100	Raw	All	Large	309	3	96	0.763	0.99	0.237	0.01	0.862	0.869	0.757
LRRsd	100	Raw	All	Very Large	128	0	21	0.859	1	0.141	0	0.924	0.927	0.859
LRRsd	100	Raw	All	Ultra Large	19	0	2	0.905	1	0.095	0	0.95	0.951	0.905
LRRsd	100	Raw	Deletions	All	16407	1754	161230	0.092	0.903	0.908	0.097	0.168	0.289	0.091
LRRsd	100	Raw	Deletions	Small	13804	1721	158862	0.08	0.889	0.92	0.111	0.147	0.267	0.079
LRRsd	100	Raw	Deletions	Medium	2493	33	2329	0.517	0.987	0.483	0.013	0.679	0.714	0.513
LRRsd	100	Raw	Deletions	Large	49	0	37	0.57	1	0.43	0	0.726	0.755	0.57
LRRsd	100	Raw	Deletions	Very Large	46	0	1	0.979	1	0.021	0	0.989	0.989	0.979
LRRsd	100	Raw	Deletions	Ultra Large	15	0	1	0.938	1	0.062	0	0.968	0.968	0.938
LRRsd	100	Raw	Duplications	All	12018	2274	51995	0.188	0.841	0.812	0.159	0.307	0.397	0.181
LRRsd	100	Raw	Duplications	Small	8521	2210	49199	0.148	0.794	0.852	0.206	0.249	0.342	0.142
LRRsd	100	Raw	Duplications	Medium	3151	61	2716	0.537	0.981	0.463	0.019	0.694	0.726	0.532
LRRsd	100	Raw	Duplications	Large	260	3	59	0.815	0.989	0.185	0.011	0.893	0.898	0.807
LRRsd	100	Raw	Duplications	Very Large	82	0	20	0.804	1	0.196	0	0.891	0.897	0.804
LRRsd	100	Raw	Duplications	Ultra Large	4	0	1	0.8	1	0.2	0	0.889	0.894	0.8
LRRsd	100	QCd	All	All	15504	1406	231937	0.063	0.917	0.937	0.083	0.117	0.24	0.062
LRRsd	100	QCd	All	Small	10006	1348	226348	0.042	0.881	0.958	0.119	0.081	0.193	0.042
LRRsd	100	QCd	All	Medium	5094	55	5435	0.484	0.989	0.516	0.011	0.65	0.692	0.481
LRRsd	100	QCd	All	Large	269	3	119	0.693	0.989	0.307	0.011	0.815	0.828	0.688
LRRsd	100	QCd	All	Very Large	116	0	34	0.773	1	0.227	0	0.872	0.879	0.773
LRRsd	100	QCd	All	Ultra Large	19	0	1	0.95	1	0.05	0	0.974	0.975	0.95
LRRsd	100	QCd	Deletions	All	7955	654	175277	0.043	0.924	0.957	0.076	0.083	0.2	0.043
LRRsd	100	QCd	Deletions	Small	5475	629	172816	0.031	0.897	0.969	0.103	0.059	0.166	0.031
LRRsd	100	QCd	Deletions	Medium	2376	25	2422	0.495	0.99	0.505	0.01	0.66	0.7	0.493
LRRsd	100	QCd	Deletions	Large	45	0	37	0.549	1	0.451	0	0.709	0.741	0.549
LRRsd	100	QCd	Deletions	Very Large	44	0	1	0.978	1	0.022	0	0.989	0.989	0.978
LRRsd	100	QCd	Deletions	Ultra Large	15	0	1	0.938	1	0.062	0	0.968	0.968	0.938
LRRsd	100	QCd	Duplications	All	7549	752	56660	0.118	0.909	0.882	0.091	0.208	0.327	0.116
LRRsd	100	QCd	Duplications	Small	4531	719	53532	0.078	0.863	0.922	0.137	0.143	0.26	0.077
LRRsd	100	QCd	Duplications	Medium	2718	30	3013	0.474	0.989	0.526	0.011	0.641	0.685	0.472
LRRsd	100	QCd	Duplications	Large	224	3	82	0.732	0.987	0.268	0.013	0.841	0.85	0.725
LRRsd	100	QCd	Duplications	Very Large	72	0	33	0.686	1	0.314	0	0.814	0.828	0.686
LRRsd	100	QCd	Duplications	Ultra Large	4	0	0	1	1	0	0	1	1	1
LRRsd	500	Raw	All	All	44914	5521	180955	0.199	0.891	0.801	0.109	0.325	0.421	0.194
LRRsd	500	Raw	All	Small	36524	5331	177299	0.171	0.873	0.829	0.127	0.286	0.386	0.167
LRRsd	500	Raw	All	Medium	7829	189	3577	0.686	0.976	0.314	0.024	0.806	0.819	0.675
LRRsd	500	Raw	All	Large	384	1	66	0.853	0.997	0.147	0.003	0.92	0.923	0.851
LRRsd	500	Raw	All	Very Large	163	0	13	0.926	1	0.074	0	0.962	0.962	0.926
LRRsd	500	Raw	All	Ultra Large	14	0	0	1	1	0	0	1	1	1
LRRsd	500	Raw	Deletions	All	27328	2303	137332	0.166	0.922	0.834	0.078	0.281	0.391	0.164
LRRsd	500	Raw	Deletions	Small	23434	2231	135730	0.147	0.913	0.853	0.087	0.254	0.367	0.145
LRRsd	500	Raw	Deletions	Medium	3779	72	1582	0.705	0.981	0.295	0.019	0.82	0.832	0.696
LRRsd	500	Raw	Deletions	Large	58	0	19	0.753	1	0.247	0	0.859	0.868	0.753
LRRsd	500	Raw	Deletions	Very Large	47	0	1	0.979	1	0.021	0	0.989	0.99	0.979
LRRsd	500	Raw	Deletions	Ultra Large	10	0	0	1	1	0	0	1	1	1
LRRsd	500	Raw	Duplications	All	17586	3218	43623	0.287	0.845	0.713	0.155	0.429	0.493	0.273
LRRsd	500	Raw	Duplications	Small	13090	3100	41569	0.239	0.809	0.761	0.191	0.37	0.44	0.227
LRRsd	500	Raw	Duplications	Medium	4050	117	1995	0.67	0.972	0.33	0.028	0.793	0.807	0.657
LRRsd	500	Raw	Duplications	Large	326	1	47	0.874	0.997	0.126	0.003	0.931	0.933	0.872
LRRsd	500	Raw	Duplications	Very Large	116	0	12	0.906	1	0.094	0	0.951	0.952	0.906
LRRsd	500	Raw	Duplications	Ultra Large	4	0	0	1	1	0	0	1	1	1
LRRsd	500	QCd	All	All	20605	1321	215361	0.087	0.94	0.913	0.06	0.16	0.286	0.087
LRRsd	500	QCd	All	Small	13429	1192	210906	0.06	0.918	0.94	0.082	0.112	0.234	0.06
LRRsd	500	QCd	All	Medium	6705	128	4318	0.608	0.981	0.392	0.019	0.751	0.773	0.601
LRRsd	500	QCd	All	Large	337	1	106	0.761	0.997	0.239	0.003	0.863	0.871	0.759
LRRsd	500	QCd	All	Very Large	120	0	31	0.795	1	0.205	0	0.886	0.891	0.795
LRRsd	500	QCd	All	Ultra Large	14	0	0	1	1	0	0	1	1	1
LRRsd	500	QCd	Deletions	All	10847	560	164556	0.062	0.951	0.938	0.049	0.116	0.242	0.062
LRRsd	500	QCd	Deletions	Small	7345	498	162653	0.043	0.937	0.957	0.063	0.083	0.201	0.043
